SIGLA;COD;POP-2002
MA;21;23281
MA;21;12268
MA;21;9643
MA;21;14217
MA;21;16733
MA;21;32615
MA;21;23669
MA;21;6693
MA;21;34182
MA;21;4913
MA;21;7447
MA;21;12841
MA;21;19614
MA;21;13948
MA;21;10785
MA;21;15381
MA;21;23433
MA;21;115130
MA;21;7507
MA;21;906567
MA;21;22264
MA;21;35820
MA;21;11004
MA;21;4112
MA;21;15022
MA;21;6626
MA;21;4446
MA;21;18833
MA;21;8610
MA;21;8315
MA;21;15783
MA;21;7655
MA;21;15424
MA;21;10405
MA;21;4439
MA;21;6434
MA;21;27125
MA;21;134374
MA;21;16535
MA;21;5519
MA;21;35992
MA;21;32515
MA;21;17378
MA;21;38770
MA;21;17447
MA;21;35088
MA;21;44684
MA;21;6915
MA;21;31319
MA;21;29831
MA;21;47794
PI;22;5330
PI;22;5306
PI;22;14989
PI;22;6614
PI;22;4760
PI;22;11921
PI;22;36932
PI;22;4219
PI;22;16959
PI;22;6927
PI;22;7322
PI;22;2762
PI;22;6065
PI;22;4848
PI;22;7085
PI;22;9853
PI;22;8118
PI;22;4048
PI;22;41464
PI;22;3144
PI;22;6941
PI;22;24813
PI;22;2935
PI;22;2447
PI;22;9643
PI;22;5004
PI;22;9003
PI;22;5416
PI;22;4275
PI;22;16274
PI;22;4495
PI;22;4861
PI;22;5428
PI;22;7209
PI;22;4160
PI;22;18535
PI;22;7517
PI;22;8681
PI;22;2707
PI;22;6131
PI;22;5489
PI;22;4983
PI;22;4523
PI;22;5057
PI;22;5939
PI;22;42647
PI;22;4125
PI;22;18452
PI;22;10010
PI;22;3168
PI;22;8866
PI;22;5016
PI;22;4083
PI;22;18426
PI;22;4418
PI;22;24444
PI;22;4225
PI;22;5349
PI;22;3433
PI;22;5187
PI;22;7318
PI;22;5102
PI;22;4452
PI;22;23696
PI;22;6605
PI;22;9473
PI;22;9829
PI;22;4309
PI;22;4121
PI;22;3803
PI;22;12909
PI;22;6058
PI;22;6143
PI;22;9201
PI;22;4286
PI;22;14991
PI;22;4108
PI;22;34610
PI;22;4652
PI;22;4271
PI;22;2436
PI;22;55243
PI;22;5242
PI;22;5280
PI;22;2383
PI;22;7042
PI;22;10154
PI;22;4902
PI;22;10498
PI;22;10490
PI;22;4306
PI;22;3718
PI;22;8108
PI;22;14689
PI;22;8618
PI;22;7662
PI;22;10310
PI;22;10208
PI;22;5702
PI;22;16260
PI;22;3969
PI;22;4388
PI;22;4606
PI;22;3070
PI;22;13139
PI;22;4407
PI;22;33575
PI;22;4498
PI;22;5005
PI;22;4077
PI;22;7149
PI;22;5917
PI;22;4632
PI;22;3635
PI;22;4268
PI;22;2252
PI;22;5617
PI;22;24659
PI;22;23714
PI;22;6980
PI;22;5106
PI;22;6469
PI;22;4341
PI;22;6126
PI;22;9984
PI;22;30306
PI;22;1394
PI;22;7237
PI;22;10468
PI;22;6867
PI;22;10395
PI;22;4509
PI;22;6308
PI;22;6400
PI;22;7800
PI;22;3904
PI;22;7453
PI;22;4254
PI;22;6769
PI;22;3144
PI;22;34339
PI;22;2213
PI;22;7291
PI;22;4157
PI;22;2802
PI;22;5358
PI;22;12346
PI;22;4399
PI;22;9498
PI;22;135525
PI;22;4183
PI;22;5684
PI;22;3059
PI;22;16925
PI;22;3910
PI;22;36594
PI;22;2108
PI;22;70531
PI;22;11647
PI;22;16585
PI;22;25593
PI;22;60762
PI;22;10796
PI;22;2461
PI;22;3203
PI;22;8513
PI;22;7970
PI;22;17686
PI;22;4378
PI;22;3925
PI;22;5718
PI;22;6260
PI;22;5737
PI;22;3387
PI;22;6118
PI;22;4848
PI;22;5305
PI;22;4705
PI;22;5171
PI;22;1928
PI;22;3478
PI;22;4271
PI;22;3310
PI;22;3862
PI;22;6289
PI;22;2349
PI;22;4391
PI;22;4201
PI;22;4981
PI;22;6546
PI;22;4406
PI;22;6101
PI;22;18039
PI;22;5065
PI;22;3811
PI;22;6744
PI;22;5797
PI;22;4325
PI;22;2504
PI;22;2040
PI;22;2956
PI;22;18848
PI;22;12718
PI;22;27596
PI;22;4640
PI;22;3854
PI;22;9133
PI;22;13648
PI;22;11094
PI;22;4598
PI;22;5223
PI;22;2361
PI;22;2419
PI;22;740016
PI;22;40546
PI;22;17377
PI;22;20287
PI;22;5430
PI;22;4485
PI;22;2932
PI;22;2922
PI;22;4052
CE;23;8489
CE;23;13503
CE;23;49697
CE;23;46691
CE;23;14711
CE;23;9746
CE;23;5872
CE;23;15769
CE;23;33842
CE;23;6808
CE;23;13176
CE;23;63449
CE;23;63318
CE;23;24391
CE;23;10153
CE;23;20068
CE;23;13750
CE;23;7570
CE;23;21150
CE;23;25358
CE;23;5790
CE;23;16554
CE;23;48841
CE;23;17501
CE;23;20140
CE;23;14130
CE;23;30306
CE;23;43509
CE;23;28861
CE;23;50808
CE;23;39486
CE;23;56377
CE;23;26047
CE;23;71237
CE;23;15188
CE;23;16271
CE;23;18800
CE;23;26662
CE;23;18628
CE;23;15568
CE;23;59158
CE;23;16307
CE;23;9374
CE;23;268443
CE;23;24300
CE;23;12500
CE;23;12259
CE;23;19383
CE;23;20489
CE;23;71791
CE;23;107618
CE;23;16312
CE;23;20955
CE;23;8466
CE;23;6274
CE;23;33833
CE;23;20881
CE;23;17960
CE;23;2219837
CE;23;12579
CE;23;12280
CE;23;4719
CE;23;14907
CE;23;49953
CE;23;5411
CE;23;8880
CE;23;20373
CE;23;36031
CE;23;5803
CE;23;17642
CE;23;37053
CE;23;12836
CE;23;22604
CE;23;9611
CE;23;16555
CE;23;62953
CE;23;87712
CE;23;25521
CE;23;11331
CE;23;11593
CE;23;39791
CE;23;38875
CE;23;12974
CE;23;20066
CE;23;6764
CE;23;30562
CE;23;42660
CE;23;97968
CE;23;16805
CE;23;31357
CE;23;15896
CE;23;18117
CE;23;8943
CE;23;35594
CE;23;30538
CE;23;26929
CE;23;7350
CE;23;13390
CE;23;220248
CE;23;22954
CE;23;31298
CE;23;51286
CE;23;15328
CE;23;184483
CE;23;91592
CE;23;20369
CE;23;9055
CE;23;30812
CE;23;43503
CE;23;11527
CE;23;27542
CE;23;13460
CE;23;11704
CE;23;33293
CE;23;41295
CE;23;16516
CE;23;65555
CE;23;7209
CE;23;18644
CE;23;14202
CE;23;9119
CE;23;12229
CE;23;29523
CE;23;25944
CE;23;21953
CE;23;22025
CE;23;46652
CE;23;54720
CE;23;11103
CE;23;5789
CE;23;8212
CE;23;9780
CE;23;28929
CE;23;26655
CE;23;32770
CE;23;11080
CE;23;41151
CE;23;7139
CE;23;32673
CE;23;15316
CE;23;15685
CE;23;13138
CE;23;8469
CE;23;11880
CE;23;15791
CE;23;9346
CE;23;5765
CE;23;18700
CE;23;71380
CE;23;15579
CE;23;59172
CE;23;17506
CE;23;25463
CE;23;22049
CE;23;59583
CE;23;16387
CE;23;14194
CE;23;42775
CE;23;26987
CE;23;17151
CE;23;40566
CE;23;36938
CE;23;8783
CE;23;11684
CE;23;27182
CE;23;5695
CE;23;161123
CE;23;17121
CE;23;27517
CE;23;25913
CE;23;9024
CE;23;52076
CE;23;13880
CE;23;61028
CE;23;46249
CE;23;11831
CE;23;27878
CE;23;7338
CE;23;17766
CE;23;17060
CE;23;11744
CE;23;17251
CE;23;35583
CE;23;46387
RN;24;11227
RN;24;48811
RN;24;10895
RN;24;2756
RN;24;13602
RN;24;5089
RN;24;9762
RN;24;11614
RN;24;6587
RN;24;34805
RN;24;22806
RN;24;11362
RN;24;9048
RN;24;7947
RN;24;19648
RN;24;4060
RN;24;4761
RN;24;2775
RN;24;8905
RN;24;10798
RN;24;5858
RN;24;2920
RN;24;58341
RN;24;9170
RN;24;27872
RN;24;18507
RN;24;6778
RN;24;8329
RN;24;64584
RN;24;10905
RN;24;5304
RN;24;4698
RN;24;8194
RN;24;40910
RN;24;6574
RN;24;4814
RN;24;5700
RN;24;10840
RN;24;20546
RN;24;5427
RN;24;2620
RN;24;8964
RN;24;2969
RN;24;4567
RN;24;1873
RN;24;17696
RN;24;12051
RN;24;8452
RN;24;8584
RN;24;10489
RN;24;12063
RN;24;1944
RN;24;6562
RN;24;5349
RN;24;7849
RN;24;6267
RN;24;5516
RN;24;7903
RN;24;6382
RN;24;2719
RN;24;12423
RN;24;12083
RN;24;29962
RN;24;2584
RN;24;5987
RN;24;17873
RN;24;3209
RN;24;5746
RN;24;6678
RN;24;2795
RN;24;12326
RN;24;6951
RN;24;9549
RN;24;4545
RN;24;3271
RN;24;9273
RN;24;57289
RN;24;25640
RN;24;2990
RN;24;8280
RN;24;7675
RN;24;8429
RN;24;3782
RN;24;12437
RN;24;19506
RN;24;2495
RN;24;218380
RN;24;734505
RN;24;20114
RN;24;34630
RN;24;4437
RN;24;4693
RN;24;3659
RN;24;4110
RN;24;4398
RN;24;19686
RN;24;137604
RN;24;8709
RN;24;2742
RN;24;11051
RN;24;25585
RN;24;4128
RN;24;2876
RN;24;7282
RN;24;13678
RN;24;11474
RN;24;3179
RN;24;12641
RN;24;6828
RN;24;4304
RN;24;7218
RN;24;6996
RN;24;4440
RN;24;2948
RN;24;2690
RN;24;4246
RN;24;5748
RN;24;9567
RN;24;4301
RN;24;3766
RN;24;31849
RN;24;3978
RN;24;16318
RN;24;2349
RN;24;20294
RN;24;3420
RN;24;3245
RN;24;3177
RN;24;3624
RN;24;74479
RN;24;5743
RN;24;36335
RN;24;12015
RN;24;3903
RN;24;20489
RN;24;7949
RN;24;14262
RN;24;6725
RN;24;8276
RN;24;10658
RN;24;5770
RN;24;5179
RN;24;3436
RN;24;5781
RN;24;8283
RN;24;7551
RN;24;7358
RN;24;4286
RN;24;10617
RN;24;4416
RN;24;2020
RN;24;11758
RN;24;12519
RN;24;8737
RN;24;4629
RN;24;3445
RN;24;8125
RN;24;2242
RN;24;29280
RN;24;3666
RN;24;11094
RN;24;11485
RN;24;4967
RN;24;3532
RN;24;8638
RN;24;1566
RN;24;2577
PB;25;8414
PB;25;5297
PB;25;28967
PB;25;18737
PB;25;11992
PB;25;5105
PB;25;2259
PB;25;16470
PB;25;1941
PB;25;6062
PB;25;18037
PB;25;11925
PB;25;16847
PB;25;25710
PB;25;2171
PB;25;6031
PB;25;19406
PB;25;3059
PB;25;6720
PB;25;21527
PB;25;3315
PB;25;13029
PB;25;8354
PB;25;5187
PB;25;89680
PB;25;16807
PB;25;6773
PB;25;2633
PB;25;6718
PB;25;5152
PB;25;2289
PB;25;5076
PB;25;9269
PB;25;15867
PB;25;4845
PB;25;11761
PB;25;5888
PB;25;19164
PB;25;4279
PB;25;45731
PB;25;7943
PB;25;3718
PB;25;16637
PB;25;7166
PB;25;7324
PB;25;55439
PB;25;2798
PB;25;5207
PB;25;5509
PB;25;362317
PB;25;9174
PB;25;4215
PB;25;3470
PB;25;2221
PB;25;6783
PB;25;4653
PB;25;26940
PB;25;4266
PB;25;17671
PB;25;6305
PB;25;17680
PB;25;4651
PB;25;15266
PB;25;1466
PB;25;14382
PB;25;6411
PB;25;19774
PB;25;6199
PB;25;7310
PB;25;5419
PB;25;2562
PB;25;3690
PB;25;7915
PB;25;6828
PB;25;11147
PB;25;3554
PB;25;3047
PB;25;28286
PB;25;11618
PB;25;2973
PB;25;8476
PB;25;51608
PB;25;13232
PB;25;2726
PB;25;6341
PB;25;6423
PB;25;11150
PB;25;17375
PB;25;24943
PB;25;21398
PB;25;14885
PB;25;9423
PB;25;14238
PB;25;7451
PB;25;619049
PB;25;7052
PB;25;15116
PB;25;6010
PB;25;9698
PB;25;9944
PB;25;4652
PB;25;7036
PB;25;24679
PB;25;3084
PB;25;7726
PB;25;3429
PB;25;10188
PB;25;3906
PB;25;5622
PB;25;39515
PB;25;10283
PB;25;6373
PB;25;20655
PB;25;5560
PB;25;11627
PB;25;5607
PB;25;3992
PB;25;2473
PB;25;5087
PB;25;13218
PB;25;3997
PB;25;4124
PB;25;27821
PB;25;9293
PB;25;10339
PB;25;7241
PB;25;9876
PB;25;6511
PB;25;3626
PB;25;7562
PB;25;3152
PB;25;2822
PB;25;1445
PB;25;2046
PB;25;93962
PB;25;11321
PB;25;3719
PB;25;6604
PB;25;25932
PB;25;4900
PB;25;14643
PB;25;18207
PB;25;10431
PB;25;7780
PB;25;5438
PB;25;10168
PB;25;14866
PB;25;14960
PB;25;3922
PB;25;3403
PB;25;32312
PB;25;3449
PB;25;18492
PB;25;12067
PB;25;36764
PB;25;1235
PB;25;14855
PB;25;2867
PB;25;3983
PB;25;3912
PB;25;1354
PB;25;7770
PB;25;22433
PB;25;2847
PB;25;11943
PB;25;6814
PB;25;6273
PB;25;6179
PB;25;3443
PB;25;14217
PB;25;120353
PB;25;4688
PB;25;5620
PB;25;7844
PB;25;2579
PB;25;2761
PB;25;3674
PB;25;27203
PB;25;2396
PB;25;2262
PB;25;3505
PB;25;4754
PB;25;17711
PB;25;4551
PB;25;7086
PB;25;5823
PB;25;4922
PB;25;17929
PB;25;4912
PB;25;2844
PB;25;1537
PB;25;3882
PB;25;4000
PB;25;4930
PB;25;7912
PB;25;6251
PB;25;10285
PB;25;2924
PB;25;47315
PB;25;9366
PB;25;12253
PB;25;3380
PB;25;2909
PB;25;7307
PB;25;6071
PB;25;3635
PB;25;6731
PB;25;30550
PB;25;12247
PB;25;2642
PB;25;63135
PB;25;14915
PB;25;13153
PB;25;13425
PB;25;11779
PB;25;2502
PB;25;9191
PB;25;13564
PB;25;8965
PB;25;2017
PB;25;4683
PB;25;3136
PB;25;1886
PE;26;91565
PE;26;33617
PE;26;15374
PE;26;20466
PE;26;29079
PE;26;36280
PE;26;12844
PE;26;37133
PE;26;21918
PE;26;21585
PE;26;9155
PE;26;15903
PE;26;73068
PE;26;62825
PE;26;11027
PE;26;38838
PE;26;10294
PE;26;19620
PE;26;70390
PE;26;11322
PE;26;58473
PE;26;32409
PE;26;42276
PE;26;37058
PE;26;38335
PE;26;8960
PE;26;7252
PE;26;39561
PE;26;11911
PE;26;45441
PE;26;158435
PE;26;27325
PE;26;17292
PE;26;24876
PE;26;12190
PE;26;7121
PE;26;134866
PE;26;15386
PE;26;7919
PE;26;24992
PE;26;19552
PE;26;17530
PE;26;10241
PE;26;65669
PE;26;262037
PE;26;13510
PE;26;31202
PE;26;9666
PE;26;11145
PE;26;19019
PE;26;22501
PE;26;17218
PE;26;12721
PE;26;29485
PE;26;22457
PE;26;30205
PE;26;14714
PE;26;57657
PE;26;32524
PE;26;18927
PE;26;2128
PE;26;10685
PE;26;20615
PE;26;25480
PE;26;12742
PE;26;24921
PE;26;120781
PE;26;27711
PE;26;72656
PE;26;6144
PE;26;68491
PE;26;17503
PE;26;23549
PE;26;7415
PE;26;85174
PE;26;11538
PE;26;16753
PE;26;13753
PE;26;4596
PE;26;62197
PE;26;23423
PE;26;3758
PE;26;26727
PE;26;35136
PE;26;14578
PE;26;20896
PE;26;15144
PE;26;601426
PE;26;11932
PE;26;14696
PE;26;13562
PE;26;26940
PE;26;15972
PE;26;10036
PE;26;12442
PE;26;13963
PE;26;13534
PE;26;20943
PE;26;10893
PE;26;15961
PE;26;20060
PE;26;32733
PE;26;56630
PE;26;22839
PE;26;9995
PE;26;13209
PE;26;14617
PE;26;13176
PE;26;10955
PE;26;51324
PE;26;29825
PE;26;373479
PE;26;22811
PE;26;10845
PE;26;57521
PE;26;55382
PE;26;9794
PE;26;25566
PE;26;10123
PE;26;19403
PE;26;29131
PE;26;46302
PE;26;272914
PE;26;20377
PE;26;57742
PE;26;28485
PE;26;230342
PE;26;11513
PE;26;23793
PE;26;11608
PE;26;22358
PE;26;6730
PE;26;1449135
PE;26;18184
PE;26;41539
PE;26;21130
PE;26;14183
PE;26;7395
PE;26;52488
PE;26;15042
PE;26;16059
PE;26;11449
PE;26;10644
PE;26;63407
PE;26;12528
PE;26;38946
PE;26;11807
PE;26;10357
PE;26;10602
PE;26;46017
PE;26;34231
PE;26;19919
PE;26;20379
PE;26;14484
PE;26;31786
PE;26;29635
PE;26;91357
PE;26;16389
PE;26;70611
PE;26;17604
PE;26;31688
PE;26;33001
PE;26;5480
PE;26;51151
PE;26;24347
PE;26;13193
PE;26;17042
PE;26;17802
PE;26;20318
PE;26;6197
PE;26;7695
PE;26;56832
PE;26;23250
PE;26;12491
PE;26;22589
PE;26;15038
PE;26;21149
PE;26;7904
PE;26;13755
PE;26;8996
PE;26;8528
PE;26;15104
PE;26;28989
PE;26;119873
PE;26;14211
AL;27;18766
AL;27;18167
AL;27;190999
AL;27;40970
AL;27;12177
AL;27;6680
AL;27;15171
AL;27;5919
AL;27;6770
AL;27;24656
AL;27;11960
AL;27;9161
AL;27;19055
AL;27;5638
AL;27;41924
AL;27;8943
AL;27;17061
AL;27;18675
AL;27;6774
AL;27;7668
AL;27;12455
AL;27;17652
AL;27;5208
AL;27;44422
AL;27;21415
AL;27;43370
AL;27;11288
AL;27;16500
AL;27;21737
AL;27;3920
AL;27;11954
AL;27;29947
AL;27;14997
AL;27;25470
AL;27;21788
AL;27;18394
AL;27;5925
AL;27;7278
AL;27;6821
AL;27;6086
AL;27;12887
AL;27;20917
AL;27;4387
AL;27;24171
AL;27;20848
AL;27;25276
AL;27;833261
AL;27;17719
AL;27;4102
AL;27;22974
AL;27;14172
AL;27;38192
AL;27;15183
AL;27;24728
AL;27;24621
AL;27;12290
AL;27;4963
AL;27;7471
AL;27;23818
AL;27;9496
AL;27;20209
AL;27;7195
AL;27;4938
AL;27;10419
AL;27;10231
AL;27;4711
AL;27;68532
AL;27;24950
AL;27;10440
AL;27;8288
AL;27;13684
AL;27;7562
AL;27;57992
AL;27;16746
AL;27;31611
AL;27;2753
AL;27;21175
AL;27;13587
AL;27;24223
AL;27;10369
AL;27;18523
AL;27;12007
AL;27;64317
AL;27;6888
AL;27;6513
AL;27;42621
AL;27;11433
AL;27;6601
AL;27;20876
AL;27;27593
AL;27;29186
AL;27;43071
AL;27;6063
AL;27;30056
AL;27;13264
AL;27;12519
AL;27;6358
AL;27;17096
