SIGLA;COD;POP-2004
MG;31;14833
MG;31;119572
MG;31;7072
MG;31;7873
MG;31;23031
MG;31;9126
MG;31;3078
MG;31;5553
MG;31;4333
MG;31;2961
MG;31;18132
MG;31;8957
MG;31;3058
MG;31;1823
MG;31;14313
MG;31;23808
MG;31;9988
MG;31;6556
MG;31;10659
MG;31;16706
MG;31;4557
MG;31;8340
MG;31;8925
MG;31;299687
MG;31;3625
MG;31;4963
MG;31;7962
MG;31;15205
MG;31;2158
MG;31;6676
MG;31;4741
MG;31;8791
MG;31;12593
MG;31;27965
MG;31;14375
MG;31;17116
MG;31;5374
MG;31;14414
MG;31;5254
MG;31;2092
MG;31;6209
MG;31;3914
MG;31;4183
MG;31;10298
MG;31;9099
MG;31;128492
MG;31;16379
MG;31;21810
MG;31;37577
MG;31;6261
MG;31;25239
MG;31;7750
MG;31;2255
MG;31;4590
MG;31;7753
MG;31;4981
MG;31;4840
MG;31;4892
MG;31;3997
MG;31;5750
MG;31;8210
MG;31;209057
MG;31;14179
MG;31;10301
MG;31;5503
MG;31;14249
MG;31;9288
MG;31;3736
MG;31;5267
MG;31;5356
MG;31;6044
MG;31;33802
MG;31;3241
MG;31;16253
MG;31;7867
MG;31;3272
MG;31;8310
MG;31;3957
MG;31;2098
MG;31;4701
MG;31;8325
MG;31;20760
MG;31;3911
MG;31;3841
MG;31;17318
MG;31;3526
MG;31;4269
MG;31;4660
MG;31;12170
MG;31;26292
MG;31;7019
MG;31;1680
MG;31;3377
MG;31;47725
MG;31;4343
MG;31;3325
MG;31;5610
MG;31;17078
MG;31;3304
MG;31;54282
MG;31;6728
MG;31;5445
MG;31;5353
MG;31;7642
MG;31;4990
MG;31;2868
MG;31;5228
MG;31;8189
MG;31;8534
MG;31;2946
MG;31;23692
MG;31;31702
MG;31;4588
MG;31;2860
MG;31;25929
MG;31;12080
MG;31;81627
MG;31;9649
MG;31;4579
MG;31;8659
MG;31;3725
